domain,subdomain,product,attribute,column_name,business_glossary_term,type,is_primary_key,foreign_key_to,tags,value_regex,data_type,description,reference
airport,equipment_services,deicing_event,fluid_concentration_secondary_percent,fluid_concentration_secondary_percent,Secondary Fluid Concentration (Percent),"DECIMAL(5,2)",,,,,transactional_data,Concentration percentage of the secondary anti-icing fluid mixture. Null if no secondary treatment was performed.,SAE AMS1424 and AMS1428 De-icing Fluid Standards
airport,equipment_services,deicing_event,fluid_cost_total_amount,fluid_cost_total_amount,Fluid Cost Total Amount,"DECIMAL(12,2)",,,confidential,,transactional_data,Total cost of de-icing and anti-icing fluids used in this treatment event. Used for financial tracking and cost recovery.,IATA Financial Standards
airport,equipment_services,deicing_event,fluid_type_primary,fluid_type_primary,Primary Fluid Type,STRING,,,,type_i|type_ii|type_iii|type_iv,transactional_data,The primary de-icing fluid type applied in the first treatment step. Type I is typically used for de-icing (removing contamination).,SAE AMS1424 and AMS1428 De-icing Fluid Standards
airport,equipment_services,deicing_event,fluid_type_secondary,fluid_type_secondary,Secondary Fluid Type,STRING,,,,type_i|type_ii|type_iii|type_iv,transactional_data,"The secondary anti-icing fluid type applied in the second treatment step, if applicable. Types II, III, or IV provide longer holdover time protection.",SAE AMS1424 and AMS1428 De-icing Fluid Standards
airport,equipment_services,deicing_event,fluid_volume_primary_liters,fluid_volume_primary_liters,Primary Fluid Volume (Liters),"DECIMAL(10,2)",,,,,transactional_data,"Volume of primary de-icing fluid applied, measured in liters. Used for cost tracking and environmental reporting.",ISO 14001 Environmental Management
airport,equipment_services,deicing_event,fluid_volume_secondary_liters,fluid_volume_secondary_liters,Secondary Fluid Volume (Liters),"DECIMAL(10,2)",,,,,transactional_data,"Volume of secondary anti-icing fluid applied, measured in liters. Null if no secondary treatment was performed.",ISO 14001 Environmental Management
airport,equipment_services,deicing_event,holdover_time_minutes,holdover_time_minutes,Holdover Time (Minutes),INT,,,,,transactional_data,The estimated time in minutes that the anti-icing treatment will remain effective under current weather conditions. Critical for flight safety and departure timing.,FAA AC 120-60B Ground De-icing and Anti-icing Program
airport,equipment_services,deicing_event,inspection_performed_by,inspection_performed_by,Inspection Performed By,STRING,,,,,transactional_data,"Identifier of the person or crew who performed the post-treatment inspection. May be pilot, ground crew, or designated inspector.",FAA AC 120-60B Ground De-icing and Anti-icing Program
airport,equipment_services,deicing_event,last_modified_timestamp,last_modified_timestamp,Last Modified Timestamp,TIMESTAMP,,,,,transactional_data,The date and time when this de-icing event record was last updated. Audit trail for data lineage and change tracking.,Internal Data Governance Standards
airport,equipment_services,deicing_event,outside_air_temperature_celsius,outside_air_temperature_celsius,Outside Air Temperature (Celsius),"DECIMAL(5,2)",,,,,transactional_data,The outside air temperature in degrees Celsius at the time of treatment. Critical factor in determining holdover time and fluid effectiveness.,ICAO Meteorological Standards
airport,equipment_services,deicing_event,post_treatment_inspection_result,post_treatment_inspection_result,Post-Treatment Inspection Result,STRING,,,"restricted,pii",pass|fail|not_performed,transactional_data,Result of the post-treatment inspection to verify aircraft surfaces are free of contamination. Critical safety check before departure.,FAA AC 120-60B Ground De-icing and Anti-icing Program
airport,equipment_services,deicing_event,precipitation_intensity,precipitation_intensity,Precipitation Intensity,STRING,,,,none|light|moderate|heavy,transactional_data,The intensity of precipitation during treatment. Combined with precipitation type to determine holdover time from FAA/Transport Canada tables.,FAA AC 120-60B Ground De-icing and Anti-icing Program
airport,equipment_services,deicing_event,precipitation_type,precipitation_type,Precipitation Type,STRING,,,,,transactional_data,The type of precipitation or frozen contamination present during treatment. Affects holdover time calculation and treatment requirements. [ENUM-REF-CANDIDATE: none|light_snow|moderate_snow|heavy_snow|freezing_rain|freezing_drizzle|ice_pellets|frost|mixed — 9 candidates stripped; promote to reference product],FAA AC 120-60B Ground De-icing and Anti-icing Program
airport,equipment_services,deicing_event,remarks,remarks,Remarks,STRING,,,,,transactional_data,"Free-text field for additional notes, special circumstances, or operational comments related to the de-icing event.",Airport Ground Operations Standards
airport,equipment_services,deicing_event,service_charge_amount,service_charge_amount,Service Charge Amount,"DECIMAL(12,2)",,,confidential,,transactional_data,"Labor and equipment service charge for the de-icing treatment, separate from fluid costs. Used for vendor billing and cost allocation.",IATA Ground Handling Agreement Standards
airport,equipment_services,deicing_event,treatment_duration_minutes,treatment_duration_minutes,Treatment Duration (Minutes),INT,,,"restricted,pii",,transactional_data,"Total duration of the de-icing treatment in minutes, calculated from start to end timestamp. Used for operational efficiency analysis.",Airport Ground Operations Standards
airport,equipment_services,deicing_event,treatment_end_timestamp,treatment_end_timestamp,Treatment End Timestamp,TIMESTAMP,,,"restricted,pii",,transactional_data,The date and time when de-icing treatment was completed. Marks the start of the holdover time window.,IATA Ground Operations Standards
airport,equipment_services,deicing_event,treatment_reason_code,treatment_reason_code,Treatment Reason Code,STRING,,,"restricted,pii",,transactional_data,The primary reason or trigger for performing the de-icing treatment. Used for operational analysis and cost allocation. [ENUM-REF-CANDIDATE: scheduled|frost|snow|ice|freezing_rain|preventive|regulatory_requirement — 7 candidates stripped; promote to reference product],Airport Ground Operations Standards
airport,equipment_services,deicing_event,treatment_start_timestamp,treatment_start_timestamp,Treatment Start Timestamp,TIMESTAMP,,,"restricted,pii",,transactional_data,The date and time when de-icing treatment began. Used to calculate holdover time expiration and turnaround impact.,IATA Ground Operations Standards
airport,equipment_services,deicing_event,treatment_status,treatment_status,Treatment Status,STRING,,,"restricted,pii",completed|in_progress|aborted|failed|rework_required,transactional_data,Current status of the de-icing treatment event in its lifecycle. Tracks operational workflow state.,Airport Ground Operations Standards
airport,equipment_services,deicing_event,treatment_type,treatment_type,Treatment Type,STRING,,,,,transactional_data,"The type of de-icing and anti-icing fluid treatment applied. Type I is heated de-icing fluid; Types II, III, IV are thickened anti-icing fluids with varying viscosities and holdover times. [ENUM-REF-CANDIDATE: type_i_only|type_i_and_ii|type_i_and_iii|type_i_and_iv|type_ii_only|type_iii_only|type_iv_only — 7 candidates stripped; promote to reference product]",SAE AMS1424 and AMS1428 De-icing Fluid Standards
airport,equipment_services,deicing_event,visibility_meters,visibility_meters,Visibility (Meters),INT,,,,,transactional_data,Visibility in meters at the time of treatment. Indicates severity of weather conditions.,ICAO Meteorological Standards
airport,equipment_services,deicing_event,wind_speed_knots,wind_speed_knots,Wind Speed (Knots),INT,,,,,transactional_data,Wind speed in knots at the time of treatment. High winds can reduce holdover time effectiveness.,ICAO Meteorological Standards
airport,equipment_services,ground_handler,ground_handler_id,ground_handler_id,Ground Handler Identifier,BIGINT,Y,,,,master_data,Unique identifier for the ground handling service provider record. Primary key.,IATA Ground Handling Agreement (IGHA) Standards
airport,equipment_services,ground_handler,vendor_id,vendor_id,Vendor Id (Foreign Key),BIGINT,,procurement.vendor.vendor_id,,,master_data,"Foreign key linking to procurement.vendor. Business justification: Ground handlers are vendors providing contracted services (ramp, passenger, baggage handling). Linking ground_handler to vendor master unifies vendor management, enables procurement spend analysis, co",Internal - LLM Generated Cross-Domain Link
airport,equipment_services,ground_handler,agreement_effective_date,agreement_effective_date,Agreement Effective Date,DATE,,,,,master_data,The date when the ground handling agreement becomes effective and services may commence.,IATA Standard Ground Handling Agreement (SGHA)
airport,equipment_services,ground_handler,agreement_expiry_date,agreement_expiry_date,Agreement Expiry Date,DATE,,,,,master_data,The date when the ground handling agreement expires or is scheduled for renewal.,IATA Standard Ground Handling Agreement (SGHA)
airport,equipment_services,ground_handler,aircraft_damage_incident_count,aircraft_damage_incident_count,Aircraft Damage Incident Count,INT,,,,,master_data,The total number of aircraft damage incidents caused by this handler during the current performance measurement period.,IATA Safety Audit for Ground Operations (ISAGO)
airport,equipment_services,ground_handler,average_baggage_delivery_time_minutes,average_baggage_delivery_time_minutes,Average Baggage Delivery Time in Minutes,"DECIMAL(6,2)",,,,,master_data,The average time in minutes from aircraft arrival to first baggage on carousel for flights handled by this provider.,IATA Airport Handling Manual (AHM)
airport,equipment_services,ground_handler,baggage_handling_flag,baggage_handling_flag,Baggage Handling Service Flag,BOOLEAN,,,,,master_data,"Indicates whether the handler provides baggage sorting, loading, unloading, and tracing services.",IATA Airport Handling Manual (AHM)
airport,equipment_services,ground_handler,baggage_mishandling_rate_per_1000,baggage_mishandling_rate_per_1000,Baggage Mishandling Rate per 1000 Passengers,"DECIMAL(6,2)",,,,,master_data,"The number of mishandled baggage incidents per 1000 passengers handled, including delayed, damaged, and lost baggage.","IATA Baggage Resolution System (BRS), SITA Baggage IT Insights"
airport,equipment_services,ground_handler,cargo_handling_flag,cargo_handling_flag,Cargo Handling Service Flag,BOOLEAN,,,,,master_data,"Indicates whether the handler provides cargo and freight handling services including loading, unloading, and warehouse operations.",IATA Airport Handling Manual (AHM)
airport,equipment_services,ground_handler,catering_handling_flag,catering_handling_flag,Catering Handling Service Flag,BOOLEAN,,,,,master_data,Indicates whether the handler provides aircraft catering loading and unloading services.,IATA Airport Handling Manual (AHM)
airport,equipment_services,ground_handler,contracted_stations,contracted_stations,Contracted Station Codes,STRING,,,,,master_data,Comma-separated list of IATA airport codes where this handler is contracted to provide services.,IATA Airport Handling Manual (AHM)
airport,equipment_services,ground_handler,emergency_contact_phone,emergency_contact_phone,Emergency Contact Phone Number,STRING,,,"confidential,pii_phone",,master_data,The 24/7 emergency contact telephone number for urgent operational issues and Aircraft on Ground (AOG) situations.,IATA Ground Handling Agreement (IGHA) Standards
airport,equipment_services,ground_handler,fuel_handling_flag,fuel_handling_flag,Fuel Handling Service Flag,BOOLEAN,,,,,master_data,Indicates whether the handler provides aircraft refueling and defueling services.,IATA Airport Handling Manual (AHM)
airport,equipment_services,ground_handler,handler_name,handler_name,Ground Handler Legal Name,STRING,,,,,master_data,The legal registered name of the ground handling service provider organization.,IATA Ground Handling Agreement (IGHA) Standards
airport,equipment_services,ground_handler,handler_type,handler_type,Ground Handler Type,STRING,,,,third_party|airline_self_handling|airport_authority|hybrid,master_data,Classification of the ground handler by ownership and operational model.,IATA Ground Handling Agreement (IGHA) Standards
airport,equipment_services,ground_handler,iata_ground_handler_code,iata_ground_handler_code,International Air Transport Association (IATA) Ground Handler Code,STRING,,,,"^[A-Z0-9]{3,4}$",master_data,The IATA-assigned unique code identifying this ground handling service provider globally.,IATA Ground Handling Agreement (IGHA) Standards
airport,equipment_services,ground_handler,insurance_coverage_amount,insurance_coverage_amount,Insurance Coverage Amount,"DECIMAL(18,2)",,,confidential,,master_data,The total liability coverage amount provided by the handler's insurance policy.,IATA Standard Ground Handling Agreement (SGHA)
airport,equipment_services,ground_handler,insurance_currency_code,insurance_currency_code,Insurance Currency Code,STRING,,,,^[A-Z]{3}$,master_data,The three-letter ISO 4217 currency code for the insurance coverage amount.,ISO 4217 Currency Codes
airport,equipment_services,ground_handler,insurance_expiry_date,insurance_expiry_date,Insurance Policy Expiry Date,DATE,,,,,master_data,The date when the handler's liability insurance policy expires and must be renewed.,IATA Standard Ground Handling Agreement (SGHA)
airport,equipment_services,ground_handler,insurance_policy_number,insurance_policy_number,Liability Insurance Policy Number,STRING,,,confidential,,master_data,The policy number of the handler's liability insurance coverage as required by the ground handling agreement.,IATA Standard Ground Handling Agreement (SGHA)
airport,equipment_services,ground_handler,isago_certification_expiry_date,isago_certification_expiry_date,IATA Safety Audit for Ground Operations (ISAGO) Certification Expiry Date,DATE,,,,,master_data,The date when the handler's ISAGO certification expires and must be renewed.,IATA Safety Audit for Ground Operations (ISAGO)
airport,equipment_services,ground_handler,isago_certified_flag,isago_certified_flag,IATA Safety Audit for Ground Operations (ISAGO) Certified Flag,BOOLEAN,,,,,master_data,Indicates whether the handler holds current IATA Safety Audit for Ground Operations (ISAGO) certification.,IATA Safety Audit for Ground Operations (ISAGO)
airport,equipment_services,ground_handler,last_performance_review_date,last_performance_review_date,Last Performance Review Date,DATE,,,,,master_data,The date of the most recent formal performance review conducted with this ground handler.,IATA Ground Handling Agreement (IGHA) Standards
airport,equipment_services,ground_handler,license_expiry_date,license_expiry_date,License Expiry Date,DATE,,,,,master_data,The date when the ground handler's operating license expires and must be renewed.,"ICAO Annex 6, National Civil Aviation Authority Regulations"
airport,equipment_services,ground_handler,license_issuing_authority,license_issuing_authority,License Issuing Authority,STRING,,,,,master_data,The name of the civil aviation authority or regulatory body that issued the ground handling license.,"ICAO Annex 6, National Civil Aviation Authority Regulations"
airport,equipment_services,ground_handler,license_number,license_number,Ground Handler License Number,STRING,,,,,master_data,The regulatory license or permit number issued by the civil aviation authority authorizing ground handling operations.,"ICAO Annex 6, National Civil Aviation Authority Regulations"
airport,equipment_services,ground_handler,on_time_departure_contribution_pct,on_time_departure_contribution_pct,On-Time Departure Contribution Percentage,"DECIMAL(5,2)",,,,,master_data,"The percentage of flights handled by this provider that departed on time, measuring contribution to overall On-Time Performance (OTP).","IATA Airport Handling Manual (AHM), DOT On-Time Performance Reporting"
airport,equipment_services,ground_handler,operational_status,operational_status,Operational Status,STRING,,,,active|suspended|inactive|pending_approval|terminated,master_data,Current operational status of the ground handler within the airline's network.,IATA Ground Handling Agreement (IGHA) Standards
airport,equipment_services,ground_handler,passenger_handling_flag,passenger_handling_flag,Passenger Handling Service Flag,BOOLEAN,,,,,master_data,"Indicates whether the handler provides passenger services including check-in, boarding, and gate operations.",IATA Airport Handling Manual (AHM)
airport,equipment_services,ground_handler,penalty_triggered_flag,penalty_triggered_flag,Penalty Triggered Flag,BOOLEAN,,,,,master_data,Indicates whether contractual penalties have been triggered due to performance failures during the current period.,IATA Standard Ground Handling Agreement (SGHA)
airport,equipment_services,ground_handler,performance_score,performance_score,Overall Performance Score,"DECIMAL(5,2)",,,,,master_data,"The composite performance score (0-100) calculated from weighted Key Performance Indicators (KPIs) including on-time performance, baggage handling, safety, and SLA compliance.",IATA Ground Handling Agreement (IGHA) Standards
airport,equipment_services,ground_handler,performance_tier,performance_tier,Performance Tier Classification,STRING,,,,platinum|gold|silver|bronze|probationary,master_data,The current performance tier classification of the handler based on historical Service Level Agreement (SLA) compliance and quality metrics.,IATA Ground Handling Agreement (IGHA) Standards
airport,equipment_services,ground_handler,primary_contact_email,primary_contact_email,Primary Operational Contact Email Address,STRING,,,"confidential,pii_email","^[a-zA-Z0-9._%+-]+@[a-zA-Z0-9.-]+\.[a-zA-Z]{2,}$",master_data,The email address of the primary operational contact at the ground handler.,"GDPR Article 4, IATA Ground Handling Agreement (IGHA) Standards"
airport,equipment_services,ground_handler,primary_contact_name,primary_contact_name,Primary Operational Contact Name,STRING,,,"restricted,pii_identifier",,master_data,The full name of the primary operational contact person at the ground handler for day-to-day coordination.,IATA Ground Handling Agreement (IGHA) Standards
airport,equipment_services,ground_handler,primary_contact_phone,primary_contact_phone,Primary Operational Contact Phone Number,STRING,,,"confidential,pii_phone",,master_data,The telephone number of the primary operational contact at the ground handler.,"GDPR Article 4, IATA Ground Handling Agreement (IGHA) Standards"
airport,equipment_services,ground_handler,ramp_handling_flag,ramp_handling_flag,Ramp Handling Service Flag,BOOLEAN,,,,,master_data,"Indicates whether the handler provides ramp services including aircraft marshalling, chocking, towing, and ground power.",IATA Airport Handling Manual (AHM)
airport,equipment_services,ground_handler,record_created_timestamp,record_created_timestamp,Record Created Timestamp,TIMESTAMP,,,,,master_data,The timestamp when this ground handler record was first created in the system.,ISO 8601 Date and Time Format
airport,equipment_services,ground_handler,record_updated_timestamp,record_updated_timestamp,Record Updated Timestamp,TIMESTAMP,,,,,master_data,The timestamp when this ground handler record was last modified in the system.,ISO 8601 Date and Time Format
airport,equipment_services,ground_handler,sgha_agreement_reference,sgha_agreement_reference,Standard Ground Handling Agreement (SGHA) Reference Number,STRING,,,confidential,,master_data,The unique reference number of the Standard Ground Handling Agreement contract governing the relationship with this handler.,IATA Standard Ground Handling Agreement (SGHA)
airport,equipment_services,ground_handler,sla_breach_count,sla_breach_count,Service Level Agreement (SLA) Breach Count,INT,,,,,master_data,The total number of Service Level Agreement breaches recorded against this handler during the current measurement period.,IATA Standard Ground Handling Agreement (SGHA)
airport,equipment_services,gse_asset,gse_asset_id,gse_asset_id,Ground Support Equipment (GSE) Asset ID,BIGINT,Y,,,,master_data,Unique identifier for the ground support equipment asset record. Primary key for the GSE asset master.,IATA Ground Operations Manual (IGOM)
airport,equipment_services,gse_asset,fixed_asset_id,fixed_asset_id,Fixed Asset Id (Foreign Key),BIGINT,,finance.fixed_asset.fixed_asset_id,,,master_data,"Foreign key linking to finance.fixed_asset. Business justification: Ground support equipment (tugs, loaders, belt loaders) is capitalized as fixed assets for depreciation accounting, asset register maintenance, and financial statement reporting. Required for IFRS/GAAP",Internal - LLM Generated Cross-Domain Link
